FORMULARIO,CODIGO_ACCIDENTE,FECHA,CODIGO_VICTIMA,CODIGO_VEHICULO,TIPO_ACTOR,ESTADO,GENERO,EDAD,GRAVEDAD,CLASE_SINIESTRO,DIRECCION,LONGITUD,LATITUD,CODIGO_LOCALIDAD,TOTAL_HERIDOS,TOTAL_MUERTOS,MOD_VEHICULO,CLASE_VEHICULO,SERVICIO_VEHICULO,CODIGO_CAUSA
A001341374,10548550,01/09/21,2,,PEATON,HERIDO,FEMENINO,54.0,2,1,KR 12 A  - CL 54  S 02,-74.126472498,4.559814195,6,2.0,,,,,112
A001390371,10560768,17/01/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,49.0,2,1,DG 59  - TV 24   02,-74.072592672,4.64596110299999,13,2.0,,2016.0,1.0,2.0,112
A001447281,10567132,01/04/22,0,1.0,MOTOCICLISTA,MUERTO,MASCULINO,34.0,1,1,AV AVENIDA CIUDAD DE VILLAVICENCIO - KR 22 G  02,-74.146,4.569,19,,1.0,2007.0,10.0,3.0,157
A001392959,10563394,19/02/22,2,,PEATON,HERIDO,MASCULINO,49.0,2,2,KR 91  - CL 132 BIS  02,-74.087,4.731,11,3.0,,,,,402
A001513615,10580188,07/09/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,27.0,2,1,DG 7 A  - TV 77   02,-74.1436305987,4.6356821421,8,1.0,,2022.0,10.0,3.0,104
A001305832,10546796,06/08/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,AV AVENIDA BOYACA - CL 64 A BIS S 02,-74.137375159933,4.55392328727932,19,2.0,,2018.0,10.0,3.0,114
A001240518,10536586,24/03/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,19.0,1,1,CL 57 R S- KR 71 B 02,-74.162448216,4.60183325000003,7,2.0,1.0,2021.0,10.0,3.0,157
A001296630,10537588,08/04/21,0,1.0,CICLISTA,ILESO,MASCULINO,32.0,2,1,CL 80 - KR 94 L 02,-74.099861263,4.71401340900002,10,1.0,,,13.0,0.0,157
A001306187,10546951,14/08/21,0,1.0,MOTOCICLISTA,ILESO,MASCULINO,20.0,2,2,CL 88 G  S- KR 5 A  E 02,-74.102848252,4.50260530999998,5,1.0,,2018.0,10.0,3.0,157
A001455901,10576976,25/07/22,0,1.0,CONDUCTOR,ILESO,,,2,2,KR 14  - CL 24 A  02,-74.074,4.613,3,1.0,,,1.0,0.0,157
A001241759,10534920,06/03/21,1,2.0,CONDUCTOR,,,,2,1,AC 26 S- KR 68 C 02,-74.1303304138419,4.61003844443107,8,1.0,,,0.0,0.0,157
A001395160,10565771,13/03/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,31.0,2,1,KR 80 I  - CL 70 C  S 02,-74.193,4.606,7,3.0,,2013.0,10.0,3.0,112
A001233691,10527465,24/11/20,0,1.0,CONDUCTOR,HERIDO,MASCULINO,32.0,2,1,KR 78B-CL 40F S 02,-74.1549,4.619,8,2.0,0.0,2006.0,1.0,3.0,0
A001300331,10541230,01/06/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,24.0,2,1,KR 7  - CL 56 A  31,-74.062145739,4.64281234600003,2,2.0,,2018.0,10.0,1.0,103
A001344237,10551540,07/10/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,32.0,2,1,KR 18 BIS - AC 61  S 02,-74.138543782,4.55681246500001,19,1.0,,2013.0,9.0,2.0,122
A001301165,10542163,17/06/21,4,2.0,PASAJERO,HERIDO,FEMENINO,33.0,2,1,CL 71  S- KR 15   02,-74.1225007579999,4.52063403100004,19,5.0,,2015.0,1.0,2.0,122
A001453030,10573341,12/06/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,27.0,2,1,CL 19  - KR 22   02,-74.084,4.614,14,2.0,,2008.0,10.0,3.0,103
A001449979,10569961,04/05/22,1,2.0,CICLISTA,MUERTO,FEMENINO,21.0,1,1,CL 170  - KR 15   02,-74.038,4.749,1,,1.0,,13.0,0.0,112
A001304196,10544260,12/07/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,25.0,2,1,KR 30  - CL 4   02,-74.100043993,4.603129857,14,1.0,,2015.0,4.0,2.0,157
A001236889,10531597,27/01/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,33.0,1,2,CL 17 - KR 81  02,-74.1338629539999,4.65698076200005,9,,1.0,2021.0,8.0,2.0,411
A001343861,10550778,28/09/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,KR 2  - CL 31 B  S 02,-74.094678606,4.56290688600001,4,1.0,,2015.0,10.0,3.0,157
A001344003,10551851,08/10/21,1,1.0,PASAJERO,HERIDO,FEMENINO,74.0,2,4,CL 57 B  S- KR 68 A  02,-74.158774992,4.59990341100001,7,1.0,,2009.0,2.0,2.0,157
A001389361,10560219,04/01/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,18.0,2,2,KR 7  - CL 75   02,-74.053226226,4.65811296300001,2,2.0,,2016.0,10.0,3.0,157
A001513534,10580328,09/09/22,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,5.0,2,1,CL 63 F  - KR 23   02,-74.071,4.655,12,2.0,,,13.0,0.0,157
A001344547,10551894,07/10/21,1,2.0,CICLISTA,HERIDO,MASCULINO,18.0,2,1,TV 69 B BIS - CL 73 A  02,-74.087916274,4.683454289,10,1.0,,,13.0,0.0,112
A001183634,10522503,07/10/20,1,,PEATON,HERIDO,MASCULINO,16.0,2,2,TR 5A-CL 48L S 02,-74.1083,4.5544,18,1.0,0.0,,,,409
A001339831,10547022,15/08/21,0,1.0,CONDUCTOR,,,,2,2,KR 13 B B E- CL 42 C  S 7,-74.083626959,4.54464005099999,4,1.0,,,0.0,0.0,157
A001299456,10539842,14/05/21,1,2.0,CICLISTA,HERIDO,MASCULINO,34.0,2,1,AV AVENIDA BOYACA - CL 146   02,-74.0669490425714,4.73429975721369,11,1.0,,,13.0,0.0,103
A001394902,10565768,15/03/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,61.0,2,1,KR 68  - CL 37  S 02,-74.132,4.605,16,1.0,,2015.0,5.0,3.0,157
A001393426,10564284,25/02/22,1,,PEATON,HERIDO,FEMENINO,7.0,2,2,KR 14  - CL 11   02,-74.081,4.602,3,2.0,,,,,133
A001343455,10550460,26/09/21,1,2.0,MOTOCICLISTA,HERIDO,FEMENINO,24.0,2,1,KR 30  - CL 39 A  02,-74.079937419,4.62904046599999,13,1.0,,2021.0,10.0,3.0,103
A001304104,10544434,13/07/21,1,2.0,CICLISTA,MUERTO,MASCULINO,65.0,1,1,AV AVENIDA CIUDAD DE CALI - CL 64  S 02,-74.1893888289999,4.61698054700003,7,1.0,1.0,,13.0,0.0,157
A001304999,10545843,31/07/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,34.0,2,1,AC 19  - KR 22   57,-74.084331595,4.61467192600003,14,2.0,,2011.0,2.0,2.0,157
A001395603,10567395,03/04/22,1,2.0,CICLISTA,HERIDO,MASCULINO,12.0,2,1,KR 19 C  - CL 55  S 02,-74.134263845,4.56849100099998,6,1.0,,,13.0,0.0,142
A001299281,10539295,03/05/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,38.0,2,1,CL 6 - AV AVENIDA CARACAS  02,-74.085,4.597,14,2.0,,2007.0,5.0,3.0,112
A001298279,10538644,25/04/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,33.0,2,1,CL 159 - KR 16 C 02,-74.040617801,4.738014228,1,4.0,,2013.0,5.0,3.0,112
A001233344,10527138,21/11/20,0,1.0,CONDUCTOR,HERIDO,MASCULINO,56.0,2,2,KR 13-CL 52 22,0.0,0.0,2,2.0,0.0,1996.0,1.0,3.0,157
A001346204,10553236,23/10/21,1,2.0,CONDUCTOR,HERIDO,MASCULINO,57.0,2,1,AK 68  - CL 80   02,-74.07896813,4.68384767000003,12,5.0,,2007.0,1.0,3.0,121
A001345304,10552270,12/10/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,42.0,2,2,KR 111 C  - CL 70 C  02,-74.129401952,4.70894053400002,10,1.0,,2016.0,2.0,2.0,103
A001234632,10528294,05/12/20,0,2.0,CICLISTA,HERIDO,MASCULINO,56.0,2,1,DG 62-KR 22B S 02,0.0,0.0,19,1.0,0.0,,13.0,,102
A001299016,10539168,01/05/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,31.0,2,1,CL 42 A S- KR 80  02,-74.16340328,4.622531536,8,3.0,,2003.0,1.0,3.0,127
A001514685,10581506,24/09/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,27.0,2,1,CL 3  - KR 39 A  02,-74.11,4.611,16,1.0,,2019.0,1.0,1.0,132
A001345359,10552681,16/10/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,26.0,2,1,CL 63 B  S- KR 17 A  02,-74.137505758,4.55580280999999,19,1.0,,2019.0,10.0,1.0,114
A001303921,10541023,31/05/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,54.0,2,1,KR 6  - CL 19  S 02,-74.090843122,4.57344540000003,4,2.0,,1997.0,5.0,3.0,112
A001304468,10544790,19/07/21,1,,PEATON,HERIDO,MASCULINO,31.0,2,2,KR 13  - CL 59  S 02,-74.130830091,4.55993925000001,6,1.0,,,,,139
A001342435,10549735,15/09/21,1,,PEATON,HERIDO,MASCULINO,33.0,2,2,KR 19  - CL 114   87,-74.0501971887658,4.69768474097256,1,1.0,,,,,409
A001305560,10546023,02/08/21,0,1.0,MOTOCICLISTA,HERIDO,FEMENINO,28.0,2,1,KR 7  - CL 34   02,-74.067160518,4.621583101,3,1.0,,2020.0,10.0,3.0,157
A001302911,10544465,15/07/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,48.0,2,1,KR 14  - CL 19 A  S 02,-74.101941706645,4.58161790433169,15,2.0,,2018.0,10.0,3.0,301
A001456439,10576193,18/07/22,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,31.0,1,1,CL 50 B  - KR 38   02,-74.138,4.589,6,,1.0,2013.0,10.0,3.0,134
A001301025,10546438,17/06/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,26.0,2,1,KR 30  - CL 26   02,-74.081101388,4.627775461,13,2.0,,2013.0,1.0,3.0,157
A001395090,10566662,16/03/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,44.0,2,1,CL 24 BIS - KR 66   02,-74.105,4.648,13,1.0,,1995.0,4.0,3.0,103
A001299637,10539775,13/05/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,75.0,2,1,KR 17 A BIS - CL 63  S 02,-74.136102797,4.55628255400001,19,2.0,,2008.0,1.0,3.0,122
A001342150,10549584,12/09/21,1,,PEATON,HERIDO,FEMENINO,63.0,2,2,KR 18 U  - CL 67 C  S 02,-74.147943472,4.55630870599998,19,2.0,,,,,157
A001232736,10526435,10/11/20,0,1.0,MOTOCICLISTA,ILESO,MASCULINO,31.0,2,2,KR 24-CL 45C 02,0.0,0.0,13,1.0,0.0,2012.0,10.0,3.0,411
A001387506,10558142,11/12/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,CL 19  - KR 70   81,-74.123437168,4.65084618200001,9,1.0,,2021.0,10.0,3.0,103
A001346107,10555327,15/11/21,1,2.0,CICLISTA,HERIDO,MASCULINO,55.0,2,1,AV AVENIDA BOYACA - CL 44  S 02,-74.145003715,4.59903018300002,8,2.0,,,13.0,0.0,157
A001394863,10565620,13/03/22,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,8.0,2,1,KR 83  - CL 72   02,-74.104,4.694,10,2.0,,,13.0,0.0,122
A001300307,10541292,02/06/21,1,2.0,CICLISTA,HERIDO,MASCULINO,13.0,2,1,KR 77 A  - CL 64 H  02,-74.106061715,4.683005385,10,1.0,,,13.0,0.0,122
A001343852,10550782,28/09/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,23.0,2,1,CL 43  S- KR 80 G  02,-74.166730744,4.62263669200001,8,2.0,,2021.0,10.0,3.0,157
A001304999,10545843,31/07/21,2,1.0,ACOMPANANTE,HERIDO,MASCULINO,27.0,2,1,AC 19  - KR 22   57,-74.084331595,4.61467192600003,14,2.0,,2011.0,2.0,2.0,157
A001394384,10564953,06/03/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,37.0,2,1,KR 75  - CL 68 B  02,-74.100998013,4.68569967799999,10,3.0,,2009.0,5.0,2.0,112
A001388694,10559591,24/12/21,2,3.0,CONDUCTOR,,,,2,1,AV AVENIDA BOYACA - CL 163   02,-74.064247302,4.74716346399998,11,1.0,,,0.0,0.0,157
A001340188,10547616,22/08/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,44.0,2,1,KR 86  - CL 26   02,-74.1197737849999,4.67878409700006,9,2.0,,2016.0,10.0,3.0,103
A001301888,10543683,04/07/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,39.0,2,1,CL 26  - KR 19   02,-74.075118054,4.61892787400001,13,1.0,,2013.0,7.0,2.0,142
A001450909,10570774,11/05/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,29.0,2,1,KR 58 C  - CL 153   02,-74.063,4.741,11,1.0,,2018.0,5.0,3.0,112
A001235735,10530020,26/12/20,1,,PEATON,HERIDO,MASCULINO,40.0,2,2,CL 221-KR 53 17,0.0,0.0,11,1.0,0.0,,,,0
A001302423,10543617,01/07/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,49.0,2,1,AV AVENIDA PRIMERO DE MAYO - KR 12 D  02,-74.099749436,4.57951726300007,15,1.0,,1968.0,4.0,2.0,122
A001389678,10560255,07/01/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,3,KR 86  - CL 64 B BIS  02,-74.113200663,4.685339247,10,1.0,,2016.0,10.0,3.0,157
A001389374,10559882,29/12/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,23.0,2,1,AV AVENIDA PRIMERO DE MAYO - AK 50   02,-74.121,4.603,16,2.0,,2021.0,10.0,3.0,132
A001455566,10575632,10/07/22,4,2.0,ACOMPANANTE,HERIDO,MASCULINO,21.0,2,1,CL 13  - KR 43   02,-74.102136323,4.62369102399998,16,6.0,,2010.0,1.0,3.0,157
A001301676,10542391,18/06/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,39.0,2,1,CL 97  - AV AVENIDA BOYACA  02,-74.083,4.697,11,1.0,,2009.0,1.0,2.0,157
A001346079,10553927,29/10/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,27.0,2,1,KR 10  - CL 8  S 02,-74.088702499,4.58390964000006,15,1.0,,2016.0,5.0,2.0,121
A001390742,10562004,22/01/22,0,1.0,CONDUCTOR,HERIDO,MASCULINO,57.0,1,1,AV AVENIDA BOYACA - CL 70 BIS S 02,-74.1369851379999,4.54901061900006,19,1.0,2.0,2019.0,4.0,2.0,157
A001512271,10580177,06/09/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,60.0,2,2,TV 6 B  E- CL 88 B  S 02,-74.1015105527,4.5038112669,5,1.0,,1913.0,1.0,3.0,157
A001455092,10575070,02/07/22,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,21.0,2,1,KR 86  - CL 48  S 02,-74.175,4.627,8,3.0,,2022.0,10.0,3.0,103
A001389613,10560244,04/01/22,1,2.0,CICLISTA,HERIDO,MASCULINO,24.0,2,1,KR 86  - CL 26  S 02,-74.159540782,4.63742213199998,8,1.0,,,13.0,0.0,98
A001455496,10577137,27/07/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,29.0,2,1,AV AVENIDA CIUDAD DE CALI - CL 11 B  02,-74.144,4.653,8,1.0,,2019.0,10.0,3.0,98
A001296788,10538104,17/04/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,31.0,2,2,CL 6 - KR 21  02,-74.091441223,4.602003551,14,2.0,,2015.0,10.0,3.0,157
A001183811,10522789,09/10/20,0,1.0,CONDUCTOR,ILESO,SIN INFORMACION,,2,1,AV AVENIDA PRIMERA DE MAYO-CL 43 S 02,0.0,0.0,8,1.0,0.0,,,,0
A001240870,10533787,20/02/21,1,1.0,PASAJERO,HERIDO,FEMENINO,8.0,2,6,CL 13 - KR 27  02,-74.089345442,4.61230245299998,14,1.0,,2019.0,2.0,2.0,506
A001395477,10566492,22/03/22,1,2.0,CONDUCTOR,ILESO,MASCULINO,38.0,2,1,KR 80  - DG 2   02,-74.154,4.632,8,1.0,,2015.0,4.0,2.0,122
A001234559,10528229,04/12/20,1,,PEATON,HERIDO,FEMENINO,33.0,2,2,CL 90-KR 95 02,0.0,0.0,10,1.0,0.0,,,,0
A001241475,10535081,08/03/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,23.0,2,6,KR 110 - CL 78 B 02,-74.119704774,4.71544563499998,10,1.0,,2014.0,10.0,3.0,306
A001453476,10573771,15/06/22,1,2.0,CONDUCTOR,HERIDO,MASCULINO,16.0,2,1,KR 100  - CL 13   02,-74.158,4.666,9,1.0,,1913.0,12.0,3.0,122
A001391074,10561874,29/01/22,3,1.0,ACOMPANANTE,HERIDO,FEMENINO,40.0,2,1,CL 1  - KR 11   02,-74.086,4.59,14,4.0,,2019.0,5.0,3.0,157
A001393234,10564484,01/03/22,2,1.0,ACOMPANANTE,HERIDO,MASCULINO,33.0,2,1,CL 7  - KR 18   02,-74.087,4.601,14,2.0,,,10.0,3.0,157
A001305929,10549328,11/09/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,31.0,2,1,KR 19 BIS - CL 68  S 02,-74.148659782,4.558634025,19,1.0,,2015.0,1.0,2.0,104
A001341912,10549046,08/09/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,20.0,1,1,KR 88 C C - CL 69  S 50,-74.196066477,4.62424424200003,8,2.0,1.0,1995.0,7.0,3.0,114
A001512906,10579502,29/08/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,24.0,2,1,KR 88 C  - CL 53 BIS S 02,-74.18276635592,4.62983626949,7,2.0,,2014.0,10.0,3.0,157
A001301818,10542960,24/06/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,30.0,2,1,KR 7  - CL 108   02,-74.035,4.687,1,2.0,,2020.0,10.0,3.0,122
A001301122,10542617,22/06/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,25.0,2,1,AV AVENIDA CARACAS - CL 92 A  S 02,-74.1150125618051,4.50460500250506,5,2.0,,2016.0,10.0,3.0,122
A001390742,10562004,22/01/22,1,2.0,MOTOCICLISTA,MUERTO,MASCULINO,23.0,1,1,AV AVENIDA BOYACA - CL 70 BIS S 02,-74.1369851379999,4.54901061900006,19,1.0,2.0,2014.0,10.0,3.0,157
A001346286,10553905,29/10/21,1,,PEATON,HERIDO,MASCULINO,49.0,2,2,KR 27  - CL 30  S 6,-74.114536528,4.588362631,18,1.0,,,,,157
A001447488,10567653,05/04/22,7,1.0,PASAJERO,HERIDO,FEMENINO,59.0,2,1,KR 63 B  - CL 69   02,-74.091,4.674,10,13.0,,2009.0,2.0,2.0,157
A001302969,10544894,20/01/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,21.0,2,2,AV AVENIDA CARACAS - CL 22   02,-74.075145693,4.61061072200005,3,2.0,,2016.0,10.0,3.0,157
A001395575,10568195,15/04/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,27.0,2,4,KR 80 J  - CL 77  S 02,-74.205,4.61,7,1.0,,2014.0,2.0,2.0,157
A001300796,10542041,15/06/21,2,2.0,ACOMPANANTE,HERIDO,FEMENINO,52.0,2,1,CL 17  - KR 115   02,-74.154751206,4.68205900499999,9,2.0,,2013.0,10.0,3.0,112
A001339986,10547084,17/08/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,52.0,2,1,CL 170  - KR 56   02,-74.057242046,4.75361352599998,11,2.0,,2021.0,10.0,3.0,98
A001512015,10578605,17/08/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,24.0,2,1,KR 24  - CL 44  S 02,-74.126,4.579,18,3.0,,2010.0,10.0,3.0,103
A001184908,10533698,28/10/20,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,30.0,2,1,KR 86 - CL 17  02,-74.135019362,4.65889825900001,9,2.0,,2017.0,10.0,3.0,122
A001302560,10544162,10/07/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,51.0,2,2,CL 51 C  S- KR 81 B  02,-74.174346682,4.61982812999997,8,1.0,,2007.0,1.0,3.0,157
A001452831,10572546,02/06/22,0,1.0,CONDUCTOR,ILESO,MASCULINO,38.0,2,4,KR 51  - CL 59 C  S 02,-74.155420471,4.580659062,19,1.0,,2014.0,2.0,2.0,506
A001183972,10522983,13/10/20,1,1.0,PASAJERO,HERIDO,FEMENINO,41.0,2,4,KR 91A-CL 40A S 2,0.0,0.0,8,3.0,0.0,2020.0,2.0,2.0,119
A001387647,10559501,23/12/21,0,1.0,MOTOCICLISTA,,,,1,2,CL 68  S- KR 51   02,-74.157511481,4.58049551300007,19,1.0,1.0,,10.0,0.0,157
A001388096,10558642,16/12/21,21,1.0,PASAJERO,HERIDO,MASCULINO,21.0,1,1,KR 77 C  - CL 59  S 02,-74.181936299,4.59186743300006,19,28.0,2.0,2021.0,2.0,2.0,157
A001340313,10548683,03/09/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,43.0,2,1,CL 17  - KR 136   02,-74.169205335,4.69421448399999,9,1.0,,2020.0,5.0,2.0,105
A001456702,10577133,28/07/22,1,,PEATON,HERIDO,FEMENINO,34.0,2,2,KR 43  - CL 5 A  02,-74.11,4.619,16,2.0,,,,,112
A001388096,10558642,16/12/21,20,1.0,PASAJERO,HERIDO,FEMENINO,39.0,1,1,KR 77 C  - CL 59  S 02,-74.181936299,4.59186743300006,19,28.0,2.0,2021.0,2.0,2.0,157
A001237692,10535723,12/03/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,58.0,2,1,KR 19 - CL 25  02,-74.076144976,4.617569547,14,1.0,,2008.0,1.0,3.0,103
A001297020,10538074,16/04/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,32.0,2,1,KR 50 - CL 29 S 02,-74.121806192,4.60165835599997,16,1.0,,2013.0,1.0,3.0,112
A001348301,10556759,27/11/21,1,2.0,CICLISTA,HERIDO,MASCULINO,38.0,2,1,DG 63 F  - KR 86   02,-74.113880689,4.684983714,10,1.0,,,13.0,0.0,121
A001298621,10538930,28/04/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,18.0,2,2,CL 59 S- KR 15 E 02,-74.0867243039767,4.53163966549428,4,3.0,,2017.0,10.0,3.0,157
A001446773,10566853,24/03/22,1,1.0,PASAJERO,HERIDO,FEMENINO,50.0,2,4,KR 97  - CL 132   02,-74.09245238,4.73370498499997,11,1.0,,2021.0,3.0,2.0,119
A001514691,10581469,23/09/22,1,2.0,CICLISTA,MUERTO,MASCULINO,32.0,1,1,TV 18 Q  - DG 61 A BIS S 02,-74.14,4.56,19,,1.0,,13.0,0.0,157
A001387505,10557739,08/12/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,43.0,1,1,KR 72  - CL 53   02,-74.1067463049999,4.67130725900006,10,4.0,1.0,2007.0,1.0,2.0,142
A001512607,10579226,25/08/22,1,2.0,CICLISTA,HERIDO,MASCULINO,33.0,2,1,CL 73  S- KR 95 A  02,-74.204,4.631,7,2.0,,,13.0,0.0,112
A001235691,10529068,14/12/20,0,2.0,CONDUCTOR,ILESO,FEMENINO,23.0,2,1,KR 71A-CL 5C 02,0.0,0.0,8,1.0,0.0,2014.0,5.0,3.0,112
A001343341,10550194,22/09/21,2,1.0,ACOMPANANTE,HERIDO,FEMENINO,23.0,2,1,KR 45  - CL 145   02,-74.0501306199999,4.72710623000006,1,2.0,,2021.0,10.0,3.0,121
A001299857,10539950,15/05/21,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,28.0,2,1,KR 90  - CL 152   02,-74.082022746,4.74716039700002,11,2.0,,2021.0,10.0,3.0,127
A001300164,10541751,07/06/21,0,1.0,CONDUCTOR,HERIDO,MASCULINO,35.0,2,1,AV AVENIDA BOYACA - CL 63   02,-74.104197442,4.67368796099998,10,1.0,,1996.0,5.0,3.0,139
A001342185,10549754,10/09/21,1,,PEATON,HERIDO,FEMENINO,12.0,2,2,TV 53  - CL 1 B  02,-74.1196503928488,4.61276424332183,16,1.0,,,,,411
A001233864,10527505,26/11/20,1,2.0,PASAJERO,HERIDO,FEMENINO,49.0,1,1,AC 26-KR 69A 02,0.0,0.0,9,2.0,1.0,2018.0,10.0,3.0,0
A001514454,10581308,20/09/22,2,1.0,PASAJERO,HERIDO,FEMENINO,11.0,2,4,KR 86  - CL 6 A  02,-74.155,4.642,8,2.0,,2015.0,2.0,2.0,157
A001233715,10528133,02/12/20,0,1.0,CONDUCTOR,ILESO,MASCULINO,38.0,2,1,CL 139-KR 109B 02,0.0,0.0,11,1.0,0.0,1979.0,1.0,3.0,0
A001241362,10534716,03/03/21,0,1.0,CONDUCTOR,ILESO,MASCULINO,48.0,2,1,KR 72 - CL 6  02,-74.139006468,4.63097510699998,8,1.0,,2011.0,5.0,2.0,95
A001342476,10550067,15/09/21,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,22.0,2,1,KR 3  E- CL 37  S 02,-74.093965582,4.55540615500001,4,2.0,,2021.0,10.0,3.0,105
A001183992,10522875,11/10/20,1,2.0,PASAJERO,HERIDO,FEMENINO,21.0,2,1,AV AVENIDA BOYACA-CL 77A 2,0.0,0.0,10,2.0,0.0,2019.0,10.0,3.0,103
A001393715,10564531,02/03/22,12,11.0,ACOMPANANTE,HERIDO,FEMENINO,68.0,1,1,KR 1  - CL 84   02,-74.047,4.664,2,9.0,2.0,2008.0,1.0,3.0,157
A001234273,10527706,27/11/20,0,2.0,CICLISTA,HERIDO,FEMENINO,46.0,2,1,CL 139-KR 127C 02,0.0,0.0,11,2.0,0.0,,13.0,,103
A001344794,10551813,09/10/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,22.0,2,1,CL 6 B  - KR 1 A  02,-74.074816431,4.58619648299998,3,3.0,,2011.0,1.0,2.0,142
A001304144,10545285,26/07/21,1,2.0,CONDUCTOR,,,,1,1,DG 68 A  S- KR 14 L  02,-74.120528075,4.52671617300007,5,,1.0,,0.0,0.0,157
A001512381,10578829,19/08/22,0,1.0,MOTOCICLISTA,HERIDO,MASCULINO,22.0,2,1,KR 14  - CL 63 B  S 02,-74.119,4.527,5,2.0,,2016.0,10.0,3.0,112
A001452509,10572172,27/05/22,1,,PEATON,HERIDO,FEMENINO,21.0,2,2,CL 54  S- KR 80 J  02,-74.175352652,4.61808198799997,8,3.0,,,,,98
A001391613,10564361,27/02/22,1,,PEATON,HERIDO,MASCULINO,29.0,2,2,AV AVENIDA CENTENARIO - KR 97   02,-74.149,4.667,9,1.0,,,,,142
A001303189,10541183,22/05/21,3,1.0,ACOMPANANTE,HERIDO,MASCULINO,18.0,2,1,AK 30  - CL 3   02,-74.102178857048,4.60220447706492,16,5.0,,2017.0,1.0,3.0,121
A001238903,10531484,27/01/21,0,1.0,CONDUCTOR,ILESO,FEMENINO,20.0,2,1,AV AVENIDA BOYACA - CL 80  02,-74.08910406,4.69548227000007,10,1.0,,2012.0,1.0,3.0,157
A001296341,10536366,24/03/21,1,2.0,CONDUCTOR,ILESO,MASCULINO,33.0,2,1,CL 65 A S- KR 77 J 02,-74.185957757,4.59834115299998,7,11.0,,2015.0,2.0,2.0,157
A001446724,10566982,28/03/22,1,2.0,MOTOCICLISTA,HERIDO,MASCULINO,22.0,2,1,AV AVENIDA PRIMERO DE MAYO - KR 10   02,-74.095,4.576,4,1.0,,,10.0,3.0,103
